["head":"wrap","lpos","status"]
[147,353817,0]
["io count"]
[5000]
["io":"id","wrap","startLpos","endLpos"]
[1146,7,64606,63756]
[1147,83,318915,317960]
[1148,80,25032,25999]
[1149,85,665878,665015]
[1150,113,207481,206321]
[1151,119,414125,412854]
[1152,127,251136,250936]
[1153,56,156610,158104]
[1154,39,591880,591252]
[1155,76,619475,620875]
[1156,31,205234,204655]
[1157,48,426955,427427]
[1158,11,125406,125357]
[1159,139,453444,452830]
[1160,110,176272,177219]
[1161,29,634435,633285]
[1162,32,251379,251595]
[1163,6,363640,364953]
[1164,65,174841,174362]
[1165,109,573132,571915]
[1166,0,8534,9604]
[1167,99,32611,31391]
[1168,126,643758,645240]
[1169,7,400610,399125]
[1170,95,383966,383322]
[1171,89,54256,53698]
[1172,25,396600,395488]
[1173,63,383420,383175]
[1174,111,148718,147482]
[1175,32,239310,240444]
[1176,63,680102,679168]
[1177,6,488943,489577]
[1178,54,536553,537731]
[1179,12,103973,104711]
[1180,67,265886,264502]
[1181,91,348055,346593]
[1182,34,449677,449748]
[1183,6,333613,334985]
[1184,130,606131,607088]
[1185,103,505654,505430]
[1186,87,522382,520972]
[1187,107,336153,336093]
[1188,50,639252,639699]
[1189,122,682773,683979]
[1190,36,542357,543698]
[1191,75,39802,39360]
[1192,14,513578,515058]
[1193,41,616394,614959]
[1194,19,391581,391140]
[1195,121,223380,221988]
[1196,10,22188,22449]
[1197,130,484168,484663]
[1198,124,383919,384369]
[1199,37,677236,672236]
[1200,15,124882,124016]
[1201,139,624456,624365]
[1202,108,246880,248044]
[1203,37,324529,323617]
[1204,55,315148,314198]
[1205,18,633471,634552]
[1206,78,21568,22417]
[1207,87,646540,646044]
[1208,109,714903,714138]
[1209,76,531519,532869]
[1210,75,140937,140060]
[1211,71,211991,210842]
[1212,34,317930,318014]
[1213,123,272664,272155]
[1214,20,572582,573082]
[1215,72,709142,709590]
[1216,137,723683,723652]
[1217,111,19209,17714]
[1218,81,316632,316242]
[1219,15,361327,360456]
[1220,42,380437,381786]
[1221,35,106280,106072]
[1222,118,373666,374666]
[1223,20,296928,297532]
[1224,118,134419,134820]
[1225,25,500926,500482]
[1226,127,470013,469094]
[1227,49,17842,16413]
[1228,122,588140,589290]
[1229,66,447255,448255]
[1230,16,23741,25154]
[1231,51,390776,389360]
[1232,133,160560,159286]
[1233,132,383761,384206]
[1234,36,551463,552589]
[1235,72,238501,239216]
[1236,9,50197,50157]
[1237,52,453717,454566]
[1238,6,111788,112788]
[1239,65,510507,510138]
[1240,66,365646,366708]
[1241,12,58286,58876]
[1242,106,428589,429725]
[1243,59,630572,629703]
[1244,93,328704,327704]
[1245,91,710946,710603]
[1246,42,351755,352885]
[1247,59,477593,476593]
[1248,62,116167,121167]
[1249,11,52465,51643]
[1250,18,162384,163345]
[1251,131,291700,286700]
[1252,63,611554,611289]
[1253,31,55738,54988]
[1254,65,91563,91521]
[1255,39,648850,647680]
[1256,57,518732,518070]
[1257,93,431599,431275]
[1258,34,620357,621000]
[1259,129,465692,464443]
[1260,26,457466,457728]
[1261,82,562435,562573]
[1262,43,46455,45161]
[1263,119,369370,369068]
[1264,120,315166,315528]
[1265,120,24304,25607]
[1266,84,504727,506165]
[1267,44,270708,271345]
[1268,63,453269,452024]
[1269,19,709323,708449]
[1270,30,287629,288722]
[1271,51,715147,715080]
[1272,1,548145,547145]
[1273,26,2869,2955]
[1274,126,310515,310922]
[1275,17,469246,468331]
[1276,122,64904,69904]
[1277,46,699753,704753]
[1278,138,424156,425484]
[1279,67,119448,118990]
[1280,30,602542,603244]
[1281,17,567126,567012]
[1282,126,358679,359203]
[1283,27,75869,74756]
[1284,120,677668,682668]
[1285,57,268333,267425]
[1286,83,232043,227043]
[1287,33,290426,289439]
[1288,39,47402,46211]
[1289,19,584572,583717]
[1290,117,372893,371893]
[1291,74,470188,470513]
[1292,101,495508,494369]
[1293,30,401229,401421]
[1294,40,133653,134653]
[1295,96,523673,524527]
[1296,70,722494,723343]
[1297,29,499800,499413]
[1298,108,199813,200964]
[1299,123,471903,470764]
[1300,118,49680,50360]
[1301,129,565997,565293]
[1302,78,284240,284740]
[1303,83,541254,536254]
[1304,120,370601,371601]
[1305,47,679213,678540]
[1306,27,676829,675819]
[1307,33,588764,587403]
[1308,18,390653,391868]
[1309,123,427745,427196]
[1310,13,375203,374692]
[1311,93,304789,304382]
[1312,54,546536,547646]
[1313,139,224028,223932]
[1314,136,385939,386688]
[1315,90,644577,644811]
[1316,70,88461,89417]
[1317,130,193005,194005]
[1318,104,659583,659848]
[1319,139,82679,82134]
[1320,90,259016,259361]
[1321,21,589038,588100]
[1322,137,164588,164088]
[1323,29,197969,196546]
[1324,61,600825,599392]
[1325,78,715655,715785]
[1326,75,177837,176831]
[1327,81,714716,714216]
[1328,9,711593,710304]
[1329,71,284156,283660]
[1330,63,265793,265408]
[1331,11,268467,268355]
[1332,103,485533,484325]
[1333,41,152504,151968]
[1334,38,300191,301318]
[1335,30,53343,53695]
[1336,23,108321,107781]
[1337,19,675724,675178]
[1338,1,673470,672103]
[1339,53,92667,87667]
[1340,71,338160,337652]
[1341,26,441249,441749]
[1342,119,386492,385471]
[1343,124,570275,575275]
[1344,116,534301,535753]
[1345,110,153122,153622]
[1346,76,96533,97565]
[1347,115,565668,564883]
[1348,31,323475,322975]
[1349,50,384134,384454]
[1350,64,130702,131202]
[1351,65,460813,460490]
[1352,19,603907,603213]
[1353,17,201257,200270]
[1354,85,603233,602750]
[1355,17,157331,155963]
[1356,88,146518,147323]
[1357,62,79158,79781]
[1358,92,675095,675521]
[1359,49,667667,666280]
[1360,13,708749,707848]
[1361,131,650013,645013]
[1362,97,650830,650330]
[1363,7,191697,186697]
[1364,18,183268,184314]
[1365,66,375389,376163]
[1366,100,673857,674413]
[1367,100,109763,110802]
[1368,18,624291,625503]
[1369,20,207148,208437]
[1370,111,52483,51872]
[1371,74,37424,37769]
[1372,5,413243,412329]
[1373,21,360532,359296]
[1374,28,410471,410873]
[1375,46,370380,371380]
[1376,95,263336,262502]
[1377,75,552470,547470]
[1378,12,652752,653821]
[1379,12,3555,4357]
[1380,81,433881,432544]
[1381,62,697627,698933]
[1382,117,332950,331655]
[1383,58,216160,216253]
[1384,65,512612,512101]
[1385,60,140849,141938]
[1386,88,541486,541518]
[1387,91,324760,324483]
[1388,109,240521,240021]
[1389,90,189084,189481]
[1390,61,607054,606763]
[1391,69,679947,678991]
[1392,20,443488,444115]
[1393,86,363880,364698]
[1394,53,356444,355944]
[1395,84,668234,668987]
[1396,136,157973,159443]
[1397,88,667298,668308]
[1398,17,231663,231163]
[1399,15,356340,355042]
[1400,93,457033,456005]
[1401,66,307237,308232]
[1402,107,81835,81374]
[1403,40,245494,250494]
[1404,117,13985,13522]
[1405,48,560566,561866]
[1406,58,46177,46631]
[1407,89,398961,398651]
[1408,105,623745,623673]
[1409,139,255472,254130]
[1410,62,598611,599403]
[1411,105,253986,253932]
[1412,86,576362,577502]
[1413,86,599037,599214]
[1414,48,40298,41143]
[1415,116,645356,650356]
[1416,114,583562,584827]
[1417,41,71335,70550]
[1418,19,485919,484621]
[1419,105,429949,424949]
[1420,49,388952,388655]
[1421,136,694052,695216]
[1422,101,51585,50162]
[1423,37,126783,125908]
[1424,63,237152,235783]
[1425,77,305654,304540]
[1426,137,406897,406068]
[1427,137,151588,150798]
[1428,83,362923,362737]
[1429,35,134940,134254]
[1430,71,186042,181042]
[1431,139,460001,459346]
[1432,33,188014,186802]
[1433,7,527190,526539]
[1434,1,29432,24432]
[1435,80,293702,294423]
[1436,115,406260,405452]
[1437,63,78314,78076]
[1438,47,329595,329103]
[1439,72,683029,688029]
[1440,93,79452,79142]
[1441,24,295689,296023]
[1442,131,700865,700613]
[1443,8,544900,545288]
[1444,108,162449,163003]
[1445,97,3402,2561]
[1446,59,606068,605276]
[1447,16,207084,208007]
[1448,129,664799,663911]
[1449,84,705612,706612]
[1450,107,627050,625701]
[1451,17,63862,62413]
[1452,123,539621,534621]
[1453,28,561426,566426]
[1454,40,404804,406172]
[1455,74,465406,466023]
[1456,112,220203,221507]
[1457,101,466555,466110]
[1458,53,137351,136618]
[1459,1,569759,568759]
[1460,14,85640,86252]
[1461,117,199705,198228]
[1462,114,64291,64550]
[1463,136,310361,311840]
[1464,118,32347,32974]
[1465,28,188082,188400]
[1466,29,595132,593779]
[1467,118,476363,476520]
[1468,117,203969,202597]
[1469,91,139945,139365]
[1470,61,21289,19923]
[1471,50,12416,12916]
[1472,125,198805,198305]
[1473,28,393193,393751]
[1474,42,653235,653688]
[1475,89,39302,37996]
[1476,104,664284,664373]
[1477,136,506506,507506]
[1478,22,577399,578865]
[1479,28,351425,351633]
[1480,27,538367,538195]
[1481,6,589217,589717]
[1482,77,572775,571397]
[1483,27,575367,574642]
[1484,122,641897,642157]
[1485,1,515569,514583]
[1486,23,264644,264579]
[1487,2,5291,6524]
[1488,53,410658,410437]
[1489,45,337044,336253]
[1490,71,120217,119373]
[1491,55,472226,470885]
[1492,12,584618,585823]
[1493,43,317109,316983]
[1494,1,661836,661406]
[1495,134,672614,677614]
[1496,40,122474,123011]
[1497,63,110899,109635]
[1498,0,183290,183705]
[1499,73,399602,399347]
[1500,137,64634,59634]
[1501,43,324875,324304]
[1502,65,398394,397928]
[1503,107,501236,500203]
[1504,136,524984,526091]
[1505,24,484879,485843]
[1506,121,712903,711606]
[1507,129,385736,384615]
[1508,45,319626,319464]
[1509,52,265403,265651]
[1510,66,372842,373555]
[1511,62,665535,665940]
[1512,94,86629,86756]
[1513,57,638390,637919]
[1514,33,124193,123924]
[1515,112,155671,156991]
[1516,84,114861,116082]
[1517,98,720473,720530]
[1518,91,590987,590686]
[1519,24,13936,14943]
[1520,105,495836,495144]
[1521,100,689478,689734]
[1522,83,268882,268721]
[1523,90,344799,345504]
[1524,74,139728,141151]
[1525,126,677384,678654]
[1526,10,242259,247259]
[1527,128,215965,220965]
[1528,19,673581,672571]
[1529,29,135574,135056]
[1530,7,61896,60961]
[1531,42,327724,329106]
[1532,101,7044,6795]
[1533,62,179115,179615]
[1534,105,624451,623828]
[1535,131,436580,435945]
[1536,63,568178,567267]
[1537,103,10981,10532]
[1538,131,585967,580967]
[1539,17,70375,69722]
[1540,21,342242,341341]
[1541,17,410273,408875]
[1542,116,110606,111106]
[1543,62,615584,616977]
[1544,22,26353,26529]
[1545,123,148265,147216]
[1546,120,174444,175212]
[1547,60,594669,595669]
[1548,5,264071,263240]
[1549,77,217804,216761]
[1550,96,406184,411184]
[1551,121,423098,422598]
[1552,23,716717,715362]
[1553,82,58575,59032]
[1554,80,673124,673738]
[1555,115,94295,92885]
[1556,17,181320,179877]
[1557,70,673549,673802]
[1558,91,458273,458136]
[1559,72,600145,600778]
[1560,124,159228,159262]
[1561,22,53836,54925]
[1562,17,535256,533965]
[1563,117,39656,38621]
[1564,96,169169,169693]
[1565,39,314658,314100]
[1566,24,650608,655608]
[1567,3,145649,144189]
[1568,23,49830,49330]
[1569,118,431244,432601]
[1570,15,442915,442198]
[1571,92,613585,614933]
[1572,75,109626,108251]
[1573,22,557844,558150]
[1574,108,179351,180236]
[1575,51,399891,399137]
[1576,51,475133,474293]
[1577,128,120103,121203]
[1578,104,448617,449578]
[1579,75,146075,145430]
[1580,119,563389,562202]
[1581,44,336445,336722]
[1582,115,215016,214145]
[1583,3,636845,636460]
[1584,99,295651,294651]
[1585,137,213749,213400]
[1586,85,100901,99642]
[1587,30,176263,176729]
[1588,77,76597,76275]
[1589,93,349879,349059]
[1590,2,694473,694808]
[1591,27,55734,54470]
[1592,4,603083,604578]
[1593,42,444671,446096]
[1594,137,210536,209445]
[1595,137,8825,7837]
[1596,85,220906,219909]
[1597,12,582074,582168]
[1598,75,130020,129969]
[1599,126,218471,219299]
[1600,78,286598,286881]
[1601,133,73396,72585]
[1602,22,697598,698598]
[1603,78,692452,693517]
[1604,78,402732,404053]
[1605,74,172917,173647]
[1606,30,127241,128320]
[1607,50,546326,546826]
[1608,96,389905,391224]
[1609,21,80446,79314]
[1610,18,723923,724062]
[1611,123,328506,328412]
[1612,70,229639,230639]
[1613,57,639843,639319]
[1614,103,569308,568308]
[1615,13,604993,604154]
[1616,131,536890,536742]
[1617,25,567880,567843]
[1618,117,719670,718518]
[1619,79,187172,186277]
[1620,88,300550,301870]
[1621,133,398547,397911]
[1622,50,87390,87758]
[1623,87,429658,428915]
[1624,113,100747,99771]
[1625,3,386866,385856]
[1626,9,13207,12801]
[1627,20,475899,480899]
[1628,86,428102,428341]
[1629,91,92559,91429]
[1630,103,399230,397824]
[1631,65,486000,485373]
[1632,12,237757,238256]
[1633,57,450866,449784]
[1634,73,452360,452108]
[1635,47,585525,584931]
[1636,109,725010,723704]
[1637,8,643508,644197]
[1638,86,312976,313424]
[1639,107,307809,307375]
[1640,88,471848,471903]
[1641,129,475257,473810]
[1642,38,410150,411115]
[1643,130,186872,187787]
[1644,135,323912,323628]
[1645,81,405344,404979]
[1646,91,195370,195332]
[1647,16,564288,565288]
[1648,109,548959,547954]
[1649,23,677744,676273]
[1650,19,182326,181826]
[1651,59,298388,297711]
[1652,25,432558,431196]
[1653,104,399923,400497]
[1654,38,141728,146728]
[1655,128,448214,448515]
[1656,104,460013,461254]
[1657,136,443484,443797]
[1658,88,692303,693156]
[1659,36,129081,129581]
[1660,36,42807,43752]
[1661,35,104439,103900]
[1662,47,425551,424825]
[1663,101,725597,724597]
[1664,76,75222,75579]
[1665,29,713028,712736]
[1666,94,359928,360576]
[1667,8,389534,390034]
[1668,95,231540,231484]
[1669,133,50981,50564]
[1670,51,203713,203404]
[1671,77,323175,322108]
[1672,125,156015,155114]
[1673,53,414654,409654]
[1674,118,300776,301139]
[1675,85,213453,212178]
[1676,17,221477,220922]
[1677,124,484606,485044]
[1678,16,11458,11765]
[1679,121,118059,117059]
[1680,30,684044,684592]
[1681,136,226546,226943]
[1682,1,11680,11247]
[1683,121,122431,121318]
[1684,60,280473,280973]
[1685,135,25313,23917]
[1686,51,248298,247554]
[1687,55,496347,495847]
[1688,108,664874,665544]
[1689,104,28508,29508]
[1690,109,498270,496784]
[1691,123,590182,589167]
[1692,64,534729,535229]
[1693,58,314700,315700]
[1694,8,679711,680711]
[1695,92,292393,293262]
[1696,38,721382,722545]
[1697,89,157705,156384]
[1698,24,532318,532795]
[1699,51,416330,415058]
[1700,54,367562,367787]
[1701,6,303495,304495]
[1702,2,647965,648571]
[1703,55,224557,224057]
[1704,65,28805,27817]
[1705,55,377226,376486]
[1706,138,658846,658981]
[1707,61,725131,725097]
[1708,45,179761,178852]
[1709,139,479538,479090]
[1710,57,444796,443602]
[1711,108,295776,295833]
[1712,26,386133,391133]
[1713,72,362140,363354]
[1714,103,66840,66340]
[1715,108,245016,246129]
[1716,32,243134,244147]
[1717,96,453238,454652]
[1718,9,440064,435064]
[1719,18,83558,84058]
[1720,114,254261,255298]
[1721,61,715673,715069]
[1722,27,637316,636620]
[1723,36,392162,393521]
[1724,116,401103,402249]
[1725,117,319758,318601]
[1726,71,321661,320825]
[1727,90,641174,642174]
[1728,66,482517,483316]
[1729,47,363993,363364]
[1730,128,548937,550219]
[1731,46,691764,692264]
[1732,0,151265,152265]
[1733,17,327254,325762]
[1734,13,190629,185629]
[1735,34,31228,32696]
[1736,3,151003,150240]
[1737,0,190796,191718]
[1738,48,718132,718806]
[1739,120,358174,359482]
[1740,102,527018,527234]
[1741,46,426530,427800]
[1742,114,238662,239345]
[1743,94,44742,44785]
[1744,72,365065,366503]
[1745,39,73636,73250]
[1746,107,605501,604855]
[1747,91,506587,505144]
[1748,25,385129,384493]
[1749,56,552898,553847]
[1750,30,457451,457653]
[1751,89,456951,456488]
[1752,137,184946,183652]
[1753,50,450115,451266]
[1754,45,422915,422749]
[1755,139,221552,221072]
[1756,45,483231,482056]
[1757,4,426399,427156]
[1758,135,480939,480364]
[1759,18,174913,175289]
[1760,44,179944,180444]
[1761,81,695307,694307]
[1762,50,156805,157916]
[1763,51,631028,630028]
[1764,113,307937,306722]
[1765,36,200602,201102]
[1766,86,565573,566073]
[1767,49,571346,571245]
[1768,98,384255,385255]
[1769,89,609604,609432]
[1770,16,599214,600685]
[1771,34,629775,630873]
[1772,138,157256,158571]
[1773,81,323880,322772]
[1774,78,257117,258379]
[1775,87,187763,187531]
[1776,101,325165,324411]
[1777,46,53512,54229]
[1778,1,314248,313002]
[1779,33,527126,526518]
[1780,48,639302,640233]
[1781,44,410112,410367]
[1782,25,427695,427454]
[1783,98,5919,10919]
[1784,20,269474,269691]
[1785,72,413869,414869]
[1786,98,186247,186496]
[1787,4,438232,439386]
[1788,85,471495,470495]
[1789,41,122814,121935]
[1790,17,111577,110577]
[1791,61,74863,74559]
[1792,29,458952,458323]
[1793,53,342811,341346]
[1794,110,657094,657716]
[1795,105,353220,348220]
[1796,104,649802,650544]
[1797,61,674420,674035]
[1798,89,724553,723556]
[1799,4,264108,269108]
[1800,49,112386,111092]
[1801,41,472792,471362]
[1802,73,474675,473653]
[1803,136,572370,572915]
[1804,38,472990,473683]
[1805,137,261345,260845]
[1806,98,666152,667575]
[1807,74,713176,713847]
[1808,109,191184,189869]
[1809,134,632590,633633]
[1810,127,302680,301320]
[1811,6,556093,556695]
[1812,89,503391,498391]
[1813,127,124020,119020]
[1814,24,498600,498709]
[1815,111,117567,116257]
[1816,89,621486,620406]
[1817,119,564937,564342]
[1818,42,343626,344182]
[1819,102,713552,713621]
[1820,93,551564,550541]
[1821,103,40935,39605]
[1822,108,654760,655519]
[1823,27,7504,6068]
[1824,113,681201,680073]
[1825,68,549618,549832]
[1826,14,559149,560615]
[1827,133,383283,381836]
[1828,133,15,0]
[1829,92,226807,227614]
[1830,68,20926,21810]
[1831,97,232081,230633]
[1832,91,573113,572725]
[1833,13,35759,34829]
[1834,62,605025,605145]
[1835,87,393466,393036]
[1836,93,411698,411349]
[1837,93,58447,57447]
[1838,109,318734,317617]
[1839,40,398271,403271]
[1840,120,66554,66997]
[1841,66,278120,279441]
[1842,94,251310,252310]
[1843,4,61343,62566]
[1844,23,421008,420384]
[1845,129,690135,689159]
[1846,0,40098,41305]
[1847,37,187984,186548]
[1848,78,555426,556491]
[1849,77,631638,631480]
[1850,22,486491,487319]
[1851,86,229534,230534]
[1852,114,288127,288902]
[1853,52,194903,195561]
[1854,3,56813,55641]
[1855,103,90352,89012]
[1856,118,167147,167321]
[1857,69,615376,614915]
[1858,85,584035,583198]
[1859,132,81091,81283]
[1860,7,426395,425778]
[1861,35,404448,402950]
[1862,19,130825,130013]
[1863,8,461118,462420]
[1864,68,449173,449906]
[1865,37,371494,370494]
[1866,94,233558,233968]
[1867,111,601142,600073]
[1868,84,422786,423567]
[1869,49,378313,377901]
[1870,94,432872,433721]
[1871,107,230858,230421]
[1872,32,215485,216853]
[1873,100,414985,415055]
[1874,80,364507,365102]
[1875,25,420456,419156]
[1876,17,693686,693238]
[1877,117,299417,298879]
[1878,78,37266,37561]
[1879,8,22320,23033]
[1880,94,11144,12144]
[1881,27,274503,273843]
[1882,17,636240,635316]
[1883,135,371159,370948]
[1884,112,476791,476912]
[1885,132,371849,372882]
[1886,55,263259,262002]
[1887,63,98825,98233]
[1888,30,50619,51990]
[1889,56,245041,246041]
[1890,47,6324,5434]
[1891,14,547371,547871]
[1892,41,540156,539875]
[1893,89,107647,106245]
[1894,68,644894,645926]
[1895,45,326862,325983]
[1896,130,646424,647026]
[1897,94,126023,126093]
[1898,105,199554,198226]
[1899,102,229801,231226]
[1900,136,411434,411930]
[1901,44,204150,205299]
[1902,5,541820,540906]
[1903,57,712505,712350]
[1904,17,639054,638750]
[1905,39,183408,182883]
[1906,48,359331,359422]
[1907,24,158467,159524]
[1908,86,503982,504515]
[1909,2,109388,109846]
[1910,39,235061,234240]
[1911,23,307294,306094]
[1912,66,728753,729328]
[1913,135,52584,51263]
[1914,62,730346,730442]
[1915,120,103529,104029]
[1916,0,268836,269336]
[1917,12,531680,531925]
[1918,74,519087,520074]
[1919,81,69859,68859]
[1920,134,694550,699550]
[1921,11,722836,722426]
[1922,81,72441,71478]
[1923,41,666295,666251]
[1924,96,21757,22192]
[1925,74,92182,92338]
[1926,120,215807,216307]
[1927,93,80924,80126]
[1928,34,443458,443933]
[1929,13,607894,607836]
[1930,86,248752,249252]
[1931,76,639759,640003]
[1932,74,155289,155738]
[1933,4,257912,258514]
[1934,35,25459,24097]
[1935,28,634527,635804]
[1936,23,507946,507824]
[1937,18,157634,157954]
[1938,43,567212,566320]
[1939,137,401891,400797]
[1940,44,412233,417233]
[1941,65,92582,92258]
[1942,27,528934,527858]
[1943,123,434350,433350]
[1944,129,215081,214222]
[1945,57,418439,418400]
[1946,46,476278,476965]
[1947,52,382362,383473]
[1948,105,622135,621389]
[1949,127,411202,410202]
[1950,32,72268,77268]
[1951,74,397404,398705]
[1952,86,536430,536930]
[1953,137,350562,349477]
[1954,61,356901,355415]
[1955,39,362028,361764]
[1956,86,588240,588516]
[1957,56,97678,98739]
[1958,58,245838,246838]
[1959,64,294447,299447]
[1960,9,98057,97057]
[1961,135,707366,706593]
[1962,109,259790,259653]
[1963,23,680456,680248]
[1964,106,658571,659071]
[1965,49,180900,180398]
[1966,45,18530,17530]
[1967,7,59981,59564]
[1968,75,282817,282711]
[1969,23,122138,121695]
[1970,73,88427,87223]
[1971,45,325495,324495]
[1972,87,6648,6572]
[1973,119,406032,404904]
[1974,16,120051,121057]
[1975,131,146611,145582]
[1976,85,162478,162169]
[1977,24,266851,266885]
[1978,90,236258,237407]
[1979,15,568842,567765]
[1980,82,207306,207731]
[1981,60,680163,681020]
[1982,86,72872,73172]
[1983,7,551431,550857]
[1984,1,255660,254733]
[1985,48,83794,88794]
[1986,60,301079,302414]
[1987,1,629494,628994]
[1988,28,373701,375176]
[1989,12,313870,318870]
[1990,135,358527,357135]
[1991,16,286407,287305]
[1992,111,546600,546369]
[1993,51,208329,208083]
[1994,65,520127,519197]
[1995,101,410115,408694]
[1996,117,481712,480429]
[1997,36,75374,75907]
[1998,59,135612,135112]
[1999,91,430211,429536]
[2000,2,287329,287363]
[2001,49,96268,95482]
[2002,57,463120,462390]
[2003,123,711018,710407]
[2004,139,98015,97111]
[2005,0,591602,592184]
[2006,103,117675,116662]
[2007,61,469392,468627]
[2008,61,269555,269076]
[2009,86,262742,263697]
[2010,61,722709,721971]
[2011,125,581197,580629]
[2012,138,28847,29857]
[2013,59,18399,18134]
[2014,102,196975,197978]
[2015,94,534625,535125]
[2016,57,62091,61091]
[2017,56,289009,289632]
[2018,108,319819,319877]
[2019,7,451878,451704]
[2020,41,7297,6493]
[2021,74,167713,172713]
[2022,94,265278,266579]
[2023,129,224136,223588]
[2024,14,461720,461991]
[2025,29,652772,652730]
[2026,11,290547,290303]
[2027,107,202416,202027]
[2028,114,88158,88783]
[2029,62,150309,151692]
[2030,18,552826,553431]
[2031,128,704851,705666]
[2032,133,633672,632930]
[2033,10,363870,364911]
[2034,22,315790,316098]
[2035,2,631801,632301]
[2036,18,495633,496353]
[2037,133,27704,27443]
[2038,136,635439,636204]
[2039,120,176662,181662]
[2040,68,217745,218144]
[2041,21,729705,728676]
[2042,6,694756,695639]
[2043,41,224828,223388]
[2044,5,649329,648470]
[2045,74,185834,186039]
[2046,98,436324,436540]
[2047,122,5861,7079]
[2048,66,693811,694311]
[2049,26,261912,262874]
[2050,21,510186,509705]
[2051,60,620902,622301]
[2052,130,180152,180652]
[2053,119,145531,144255]
[2054,68,238179,238246]
[2055,57,311851,310851]
[2056,34,257705,258205]
[2057,109,298223,296749]
[2058,44,172973,173194]
[2059,100,461464,461987]
[2060,92,696800,697704]
[2061,56,682178,683178]
[2062,99,456171,456130]
[2063,0,604325,604912]
[2064,44,637042,637084]
[2065,59,121314,120539]
[2066,63,523352,522546]
[2067,125,328884,327716]
[2068,134,234405,234759]
[2069,112,40656,41652]
[2070,123,534783,533941]
[2071,80,112706,113174]
[2072,98,504247,505375]
[2073,115,62819,61664]
[2074,72,139852,140198]
[2075,56,475174,476656]
[2076,138,518245,519689]
[2077,71,150200,150114]
[2078,15,5346,5294]
[2079,71,12614,11830]
[2080,56,216940,217316]
[2081,62,668751,669538]
[2082,58,576840,577384]
[2083,68,141013,142022]
[2084,113,558961,558397]
[2085,102,399515,400799]
[2086,121,289628,289270]
[2087,126,700235,701063]
[2088,114,120395,120883]
[2089,52,8270,9333]
[2090,25,381162,380608]
[2091,85,590259,589571]
[2092,131,58104,56777]
[2093,32,130413,131414]
[2094,71,269834,269437]
[2095,36,625101,625418]
[2096,33,659968,659539]
[2097,108,159208,159523]
[2098,92,615426,615876]
[2099,75,54054,53098]
[2100,130,697722,698165]
[2101,48,212085,212902]
[2102,32,694199,694699]
[2103,116,697864,698743]
[2104,128,660923,661190]
[2105,31,394880,393986]
[2106,71,592115,590899]
[2107,50,463887,464205]
[2108,1,366903,366078]
[2109,8,115721,116721]
[2110,22,108590,108987]
[2111,138,672633,673695]
[2112,100,227269,228305]
[2113,87,144610,144193]
[2114,50,597581,597852]
[2115,103,1404,1182]
[2116,41,673353,672831]
[2117,0,646843,647343]
[2118,74,462701,463852]
[2119,115,391997,391693]
[2120,20,388637,389637]
[2121,93,415145,414579]
[2122,123,232341,231438]
[2123,101,39271,34271]
[2124,84,122750,122861]
[2125,65,187660,187160]
[2126,3,616147,614695]
[2127,60,657036,658042]
[2128,19,624662,624375]
[2129,113,668098,668032]
[2130,111,292985,292950]
[2131,92,382995,384426]
[2132,74,321384,322467]
[2133,125,429486,428835]
[2134,87,545963,545676]
[2135,55,196012,194715]
[2136,13,431225,430457]
[2137,104,581230,582369]
[2138,35,449043,447595]
[2139,105,670742,669431]
[2140,19,169077,168838]
[2141,42,551400,551940]
[2142,51,111242,110089]
[2143,35,594283,592938]
[2144,32,720532,721301]
[2145,124,529440,530801]
[2146,126,135451,136484]
[2147,118,251763,252674]
[2148,68,683256,683721]
[2149,130,25787,26563]
[2150,42,720273,721255]
[2151,34,276816,277853]
[2152,5,475529,474848]
[2153,49,456675,455621]
[2154,129,201993,201632]
[2155,117,375374,373938]
[2156,68,667634,668134]
[2157,105,521014,520277]
[2158,46,565833,566465]
[2159,90,265323,266323]
[2160,28,57611,62611]
[2161,105,8037,6864]
[2162,70,368726,369658]
[2163,102,195138,195751]
[2164,104,692766,693513]
[2165,115,499055,497875]
[2166,32,253690,254531]
[2167,104,393903,394843]
[2168,129,438390,436968]
[2169,97,46101,45621]
[2170,64,73521,74633]
[2171,77,80237,79237]
[2172,134,590634,591167]
[2173,107,188133,187250]
[2174,83,614609,613421]
[2175,119,721190,720664]
[2176,128,491964,493005]
[2177,116,594785,596022]
[2178,22,367596,368142]
[2179,34,285649,287041]
[2180,109,171732,171643]
[2181,18,713851,718851]
[2182,84,404715,405223]
[2183,3,716680,715909]
[2184,15,52092,51954]
[2185,117,469111,468518]
[2186,29,465345,465113]
[2187,74,427402,427905]
[2188,115,353564,348564]
[2189,45,324122,322771]
[2190,134,95643,96504]
[2191,3,114947,114799]
[2192,14,101217,101846]
[2193,68,446897,448216]
[2194,26,522485,523766]
[2195,99,188294,187856]
[2196,45,63258,62258]
[2197,75,488708,488040]
[2198,99,267117,266875]
[2199,78,4111,4460]
[2200,23,24320,23265]
[2201,110,561491,561985]
[2202,50,480616,481448]
[2203,52,327228,327923]
[2204,137,537398,536647]
[2205,21,669818,668760]
[2206,92,662212,663221]
[2207,10,50142,51612]
[2208,71,385814,385130]
[2209,117,123148,122648]
[2210,5,232880,227880]
[2211,115,523165,522165]
[2212,59,188885,188381]
[2213,113,458228,456906]
[2214,58,730455,730946]
[2215,86,476087,477503]
[2216,74,253697,253851]
[2217,38,685979,690979]
